,precision,recall,f1-score,support
0,0.9324324324324325,1.0,0.965034965034965,69.0
1,0.5540540540540541,0.6029411764705882,0.5774647887323944,68.0
2,0.5818181818181818,0.463768115942029,0.5161290322580645,69.0
3,0.6533333333333333,0.7538461538461538,0.7,65.0
4,0.6666666666666666,0.5538461538461539,0.6050420168067226,65.0
5,0.8571428571428571,0.9090909090909091,0.8823529411764706,66.0
6,1.0,0.9285714285714286,0.9629629629629629,28.0
7,1.0,0.9523809523809523,0.975609756097561,21.0
8,0.9545454545454546,1.0,0.9767441860465116,21.0
9,0.8857142857142857,0.8985507246376812,0.8920863309352518,69.0
10,0.9428571428571428,0.9565217391304348,0.9496402877697842,69.0
accuracy,0.7901639344262295,0.7901639344262295,0.7901639344262295,0.7901639344262295
macro avg,0.8207785825967644,0.8199561230833029,0.8184606607109717,610.0
weighted avg,0.7864709504053765,0.7901639344262295,0.7861843919602326,610.0
