,precision,recall,f1-score,support
0,0.7142857142857143,0.6521739130434783,0.6818181818181818,69.0
1,0.45,0.5294117647058824,0.4864864864864865,68.0
2,0.2871287128712871,0.42028985507246375,0.3411764705882353,69.0
3,0.4533333333333333,0.5230769230769231,0.4857142857142857,65.0
4,0.3684210526315789,0.1076923076923077,0.16666666666666666,65.0
5,0.6222222222222222,0.8484848484848485,0.717948717948718,66.0
6,0.1956521739130435,0.32142857142857145,0.24324324324324326,28.0
7,0.75,0.2857142857142857,0.41379310344827586,21.0
8,0.5,0.09523809523809523,0.16,21.0
9,0.5119047619047619,0.6231884057971014,0.5620915032679739,69.0
10,0.625,0.36231884057971014,0.45871559633027525,69.0
accuracy,0.4786885245901639,0.4786885245901639,0.4786885245901639,0.4786885245901639
macro avg,0.49799527010563105,0.4335470737121516,0.4288776595920311,610.0
weighted avg,0.49893932240854566,0.4786885245901639,0.463529910232795,610.0
