,precision,recall,f1-score,support
0,0.9855072463768116,0.9855072463768116,0.9855072463768116,69.0
1,0.7974683544303798,0.9264705882352942,0.8571428571428571,68.0
2,0.8909090909090909,0.7101449275362319,0.7903225806451613,69.0
3,0.821917808219178,0.9230769230769231,0.8695652173913043,65.0
4,0.9473684210526315,0.8307692307692308,0.8852459016393442,65.0
5,0.7948717948717948,0.9393939393939394,0.8611111111111112,66.0
6,0.9629629629629629,0.9285714285714286,0.9454545454545454,28.0
7,1.0,1.0,1.0,21.0
8,0.9545454545454546,1.0,0.9767441860465116,21.0
9,0.9682539682539683,0.8840579710144928,0.9242424242424242,69.0
10,0.8939393939393939,0.855072463768116,0.8740740740740741,69.0
accuracy,0.8918032786885246,0.8918032786885246,0.8918032786885246,0.8918032786885246
macro avg,0.9107040450510606,0.907551338067497,0.9063100131021948,610.0
weighted avg,0.8978122594064896,0.8918032786885246,0.8914462655477022,610.0
