,precision,recall,f1-score,support
0,1.0,1.0,1.0,69.0
1,0.9038461538461539,0.6911764705882353,0.7833333333333333,68.0
2,0.7108433734939759,0.855072463768116,0.7763157894736842,69.0
3,0.8571428571428571,0.9230769230769231,0.8888888888888888,65.0
4,0.9344262295081968,0.8769230769230769,0.9047619047619048,65.0
5,0.9253731343283582,0.9393939393939394,0.9323308270676691,66.0
6,1.0,0.7857142857142857,0.88,28.0
7,1.0,1.0,1.0,21.0
8,0.875,1.0,0.9333333333333333,21.0
9,0.9117647058823529,0.8985507246376812,0.9051094890510949,69.0
10,0.9041095890410958,0.9565217391304348,0.9295774647887324,69.0
accuracy,0.8950819672131147,0.8950819672131147,0.8950819672131147,0.8950819672131147
macro avg,0.91113691302209,0.9024026930211538,0.9030591846089672,610.0
weighted avg,0.9011584837382474,0.8950819672131147,0.8947327739820765,610.0
AUC,0.9937,0.9937,0.9937,0.9937
