,precision,recall,f1-score,support
0,1.0,1.0,1.0,69.0
1,0.6029411764705882,0.6029411764705882,0.6029411764705882,68.0
2,0.5689655172413793,0.4782608695652174,0.5196850393700787,69.0
3,0.5522388059701493,0.5692307692307692,0.5606060606060606,65.0
4,0.5,0.46153846153846156,0.48,65.0
5,0.7974683544303798,0.9545454545454546,0.8689655172413793,66.0
6,0.9615384615384616,0.8928571428571429,0.9259259259259259,28.0
7,0.9090909090909091,0.9523809523809523,0.9302325581395349,21.0
8,0.8636363636363636,0.9047619047619048,0.8837209302325582,21.0
9,0.7972972972972973,0.855072463768116,0.8251748251748252,69.0
10,0.9230769230769231,0.8695652173913043,0.8955223880597015,69.0
accuracy,0.7475409836065574,0.7475409836065574,0.7475409836065574,0.7475409836065574
macro avg,0.7705685280684047,0.7764685829554465,0.7720704019291502,610.0
weighted avg,0.7428577464365422,0.7475409836065574,0.7436007257193158,610.0
