,precision,recall,f1-score,support
0,0.971830985915493,1.0,0.9857142857142858,69.0
1,0.6,0.4852941176470588,0.5365853658536586,68.0
2,0.5384615384615384,0.6086956521739131,0.5714285714285714,69.0
3,0.5113636363636364,0.6923076923076923,0.5882352941176471,65.0
4,0.5111111111111111,0.35384615384615387,0.41818181818181815,65.0
5,0.8955223880597015,0.9090909090909091,0.9022556390977443,66.0
6,1.0,0.9285714285714286,0.9629629629629629,28.0
7,0.95,0.9047619047619048,0.926829268292683,21.0
8,0.9523809523809523,0.9523809523809523,0.9523809523809523,21.0
9,0.8732394366197183,0.8985507246376812,0.8857142857142857,69.0
10,0.9264705882352942,0.9130434782608695,0.9197080291970803,69.0
accuracy,0.7573770491803279,0.7573770491803279,0.7573770491803279,0.7573770491803279
macro avg,0.793670967013404,0.7860493648798694,0.7863633157219717,610.0
weighted avg,0.7585336263849343,0.7573770491803279,0.7539297767652718,610.0
