,precision,recall,f1-score,support
0,0.96875,0.8985507246376812,0.9323308270676691,69.0
1,0.5512820512820513,0.6323529411764706,0.589041095890411,68.0
2,0.46153846153846156,0.34782608695652173,0.39669421487603307,69.0
3,0.36470588235294116,0.47692307692307695,0.41333333333333333,65.0
4,0.3225806451612903,0.15384615384615385,0.20833333333333334,65.0
5,0.7424242424242424,0.7424242424242424,0.7424242424242424,66.0
6,0.6875,0.39285714285714285,0.5,28.0
7,0.9047619047619048,0.9047619047619048,0.9047619047619048,21.0
8,0.5,0.42857142857142855,0.46153846153846156,21.0
9,0.5283018867924528,0.8115942028985508,0.64,69.0
10,0.5753424657534246,0.6086956521739131,0.5915492957746479,69.0
accuracy,0.5836065573770491,0.5836065573770491,0.5836065573770491,0.5836065573770491
macro avg,0.6006534127333426,0.5816730506570079,0.5800006099090942,610.0
weighted avg,0.5815609310613506,0.5836065573770491,0.5718607620471396,610.0
