,precision,recall,f1-score,support
0,0.9066666666666666,0.9855072463768116,0.9444444444444444,69.0
1,0.43859649122807015,0.7352941176470589,0.5494505494505495,68.0
2,0.46153846153846156,0.5217391304347826,0.4897959183673469,69.0
3,0.4166666666666667,0.6153846153846154,0.4968944099378882,65.0
4,0.42857142857142855,0.18461538461538463,0.25806451612903225,65.0
5,0.875,0.8484848484848485,0.8615384615384616,66.0
6,0.9411764705882353,0.5714285714285714,0.7111111111111111,28.0
7,0.8571428571428571,0.8571428571428571,0.8571428571428571,21.0
8,0.9090909090909091,0.47619047619047616,0.625,21.0
9,0.9387755102040817,0.6666666666666666,0.7796610169491526,69.0
10,0.9824561403508771,0.8115942028985508,0.8888888888888888,69.0
accuracy,0.6688524590163935,0.6688524590163935,0.6688524590163935,0.6688524590163935
macro avg,0.741425600186205,0.6612771015700567,0.6783629249054303,610.0
weighted avg,0.709721353435755,0.6688524590163935,0.6695494191253691,610.0
