,precision,recall,f1-score,support
0,0.9295774647887324,0.9565217391304348,0.9428571428571428,69.0
1,0.7,0.6176470588235294,0.65625,68.0
2,0.8666666666666667,0.5652173913043478,0.6842105263157895,69.0
3,0.7903225806451613,0.7538461538461538,0.7716535433070866,65.0
4,0.6875,0.8461538461538461,0.7586206896551724,65.0
5,0.7638888888888888,0.8333333333333334,0.7971014492753623,66.0
6,0.9565217391304348,0.7857142857142857,0.8627450980392157,28.0
7,0.9130434782608695,1.0,0.9545454545454546,21.0
8,1.0,0.9523809523809523,0.975609756097561,21.0
9,0.7761194029850746,0.7536231884057971,0.7647058823529411,69.0
10,0.7701149425287356,0.9710144927536232,0.8589743589743589,69.0
accuracy,0.8,0.8,0.8,0.8
macro avg,0.8321595603540513,0.8214047674405731,0.8206612637654623,610.0
weighted avg,0.8060043787846033,0.8,0.7962184406358003,610.0
AUC,0.9815,0.9815,0.9815,0.9815
