,precision,recall,f1-score,support
0,0.971830985915493,1.0,0.9857142857142858,69.0
1,0.6263736263736264,0.8382352941176471,0.7169811320754716,68.0
2,0.684931506849315,0.7246376811594203,0.704225352112676,69.0
3,0.734375,0.7230769230769231,0.7286821705426356,65.0
4,0.86,0.6615384615384615,0.7478260869565218,65.0
5,0.7887323943661971,0.8484848484848485,0.8175182481751825,66.0
6,0.7941176470588235,0.9642857142857143,0.8709677419354839,28.0
7,0.84,1.0,0.9130434782608695,21.0
8,0.9545454545454546,1.0,0.9767441860465116,21.0
9,0.9,0.782608695652174,0.8372093023255814,69.0
10,0.9591836734693877,0.6811594202898551,0.7966101694915254,69.0
accuracy,0.8065573770491803,0.8065573770491803,0.8065573770491803,0.8065573770491803
macro avg,0.8285536625980271,0.8385479126004586,0.8268656503306132,610.0
weighted avg,0.8209920553357979,0.8065573770491803,0.8067147121118502,610.0
