,precision,recall,f1-score,support
0,0.2,0.014492753623188406,0.02702702702702703,69.0
1,0.2222222222222222,0.20588235294117646,0.21374045801526717,68.0
2,0.14473684210526316,0.3188405797101449,0.19909502262443438,69.0
3,0.22580645161290322,0.1076923076923077,0.14583333333333334,65.0
4,0.2,0.03076923076923077,0.05333333333333334,65.0
5,0.35353535353535354,0.5303030303030303,0.42424242424242425,66.0
6,0.0,0.0,0.0,28.0
7,0.125,0.09523809523809523,0.10810810810810811,21.0
8,0.125,0.047619047619047616,0.06896551724137931,21.0
9,0.19289340101522842,0.5507246376811594,0.2857142857142857,69.0
10,0.12,0.043478260869565216,0.06382978723404255,69.0
accuracy,0.20491803278688525,0.20491803278688525,0.20491803278688525,0.20491803278688525
macro avg,0.17356311549917913,0.17682184513154053,0.1445353906248759,610.0
weighted avg,0.19139073864688044,0.20491803278688525,0.1621634312624528,610.0
