,precision,recall,f1-score,support
0,0.25,0.014492753623188406,0.0273972602739726,69.0
1,0.15254237288135594,0.2647058823529412,0.1935483870967742,68.0
2,0.1,0.14492753623188406,0.11834319526627218,69.0
3,0.4,0.3076923076923077,0.34782608695652173,65.0
4,0.22580645161290322,0.1076923076923077,0.14583333333333334,65.0
5,0.39080459770114945,0.5151515151515151,0.4444444444444444,66.0
6,0.15384615384615385,0.07142857142857142,0.0975609756097561,28.0
7,0.0,0.0,0.0,21.0
8,0.18181818181818182,0.09523809523809523,0.125,21.0
9,0.20634920634920634,0.37681159420289856,0.26666666666666666,69.0
10,0.1746031746031746,0.15942028985507245,0.16666666666666666,69.0
accuracy,0.21475409836065573,0.21475409836065573,0.21475409836065573,0.21475409836065573
macro avg,0.20325183080110226,0.18705098667898012,0.1757533651194916,610.0
weighted avg,0.22197539765677898,0.21475409836065573,0.1965496470886961,610.0
