,precision,recall,f1-score,support
0,0.971830985915493,1.0,0.9857142857142858,69.0
1,0.890625,0.8382352941176471,0.8636363636363636,68.0
2,0.7777777777777778,0.8115942028985508,0.7943262411347518,69.0
3,0.8823529411764706,0.9230769230769231,0.9022556390977443,65.0
4,0.8405797101449275,0.8923076923076924,0.8656716417910447,65.0
5,0.9152542372881356,0.8181818181818182,0.864,66.0
6,0.9230769230769231,0.8571428571428571,0.8888888888888888,28.0
7,1.0,0.8571428571428571,0.9230769230769231,21.0
8,0.9130434782608695,1.0,0.9545454545454546,21.0
9,0.9558823529411765,0.9420289855072463,0.948905109489051,69.0
10,0.875,0.9130434782608695,0.8936170212765957,69.0
accuracy,0.8934426229508197,0.8934426229508197,0.8934426229508197,0.8934426229508197
macro avg,0.904129400598343,0.8957049189669509,0.8986034153319185,610.0
weighted avg,0.8951374687447816,0.8934426229508197,0.8933480789826493,610.0
