,precision,recall,f1-score,support
0,0.971830985915493,1.0,0.9857142857142858,69.0
1,0.8181818181818182,0.6617647058823529,0.7317073170731707,68.0
2,0.6753246753246753,0.7536231884057971,0.7123287671232876,69.0
3,0.8405797101449275,0.8923076923076924,0.8656716417910447,65.0
4,0.8260869565217391,0.8769230769230769,0.8507462686567164,65.0
5,0.8955223880597015,0.9090909090909091,0.9022556390977443,66.0
6,0.96,0.8571428571428571,0.9056603773584906,28.0
7,0.9545454545454546,1.0,0.9767441860465116,21.0
8,1.0,1.0,1.0,21.0
9,0.9014084507042254,0.927536231884058,0.9142857142857143,69.0
10,0.9365079365079365,0.855072463768116,0.8939393939393939,69.0
accuracy,0.8688524590163934,0.8688524590163934,0.8688524590163934,0.8688524590163934
macro avg,0.8890898523550884,0.8848601023095327,0.8853685082805782,610.0
weighted avg,0.8712616401152503,0.8688524590163934,0.8683192713227389,610.0
