,precision,recall,f1-score,support
0,0.9178082191780822,0.9710144927536232,0.9436619718309859,69.0
1,0.6521739130434783,0.6617647058823529,0.656934306569343,68.0
2,0.6451612903225806,0.5797101449275363,0.6106870229007634,69.0
3,0.6666666666666666,0.8923076923076924,0.7631578947368421,65.0
4,0.9285714285714286,0.6,0.7289719626168224,65.0
5,0.7088607594936709,0.8484848484848485,0.7724137931034483,66.0
6,1.0,0.8571428571428571,0.9230769230769231,28.0
7,0.9130434782608695,1.0,0.9545454545454546,21.0
8,0.9047619047619048,0.9047619047619048,0.9047619047619048,21.0
9,0.9193548387096774,0.8260869565217391,0.8702290076335878,69.0
10,0.8235294117647058,0.8115942028985508,0.8175182481751825,69.0
accuracy,0.7901639344262295,0.7901639344262295,0.7901639344262295,0.7901639344262295
macro avg,0.8254483555248242,0.8138970732437368,0.8132689536319326,610.0
weighted avg,0.8018048112881498,0.7901639344262295,0.7889107108171072,610.0
AUC,0.9757,0.9757,0.9757,0.9757
