,precision,recall,f1-score,support
0,1.0,1.0,1.0,69.0
1,0.8793103448275862,0.75,0.8095238095238095,68.0
2,0.8225806451612904,0.7391304347826086,0.7786259541984732,69.0
3,0.9076923076923077,0.9076923076923077,0.9076923076923077,65.0
4,0.8405797101449275,0.8923076923076924,0.8656716417910447,65.0
5,0.8472222222222222,0.9242424242424242,0.8840579710144928,66.0
6,1.0,0.8928571428571429,0.9433962264150944,28.0
7,1.0,1.0,1.0,21.0
8,0.875,1.0,0.9333333333333333,21.0
9,0.88,0.9565217391304348,0.9166666666666666,69.0
10,0.9571428571428572,0.9710144927536232,0.9640287769784173,69.0
accuracy,0.9,0.9,0.9,0.9
macro avg,0.909957098835563,0.9121605667060213,0.9093633352376035,610.0
weighted avg,0.9003989720218837,0.9,0.8986432338390518,610.0
AUC,0.9934,0.9934,0.9934,0.9934
