,precision,recall,f1-score,support
0,0.9411764705882353,0.927536231884058,0.9343065693430657,69.0
1,0.6909090909090909,0.5588235294117647,0.6178861788617886,68.0
2,0.6551724137931034,0.5507246376811594,0.5984251968503937,69.0
3,0.5806451612903226,0.5538461538461539,0.5669291338582677,65.0
4,0.5189873417721519,0.6307692307692307,0.5694444444444444,65.0
5,0.7241379310344828,0.9545454545454546,0.8235294117647058,66.0
6,0.9565217391304348,0.7857142857142857,0.8627450980392157,28.0
7,0.85,0.8095238095238095,0.8292682926829268,21.0
8,0.8333333333333334,0.7142857142857143,0.7692307692307693,21.0
9,0.8333333333333334,0.9420289855072463,0.8843537414965986,69.0
10,0.9516129032258065,0.855072463768116,0.9007633587786259,69.0
accuracy,0.7508196721311475,0.7508196721311475,0.7508196721311475,0.7508196721311475
macro avg,0.7759845198554813,0.7529882269942721,0.7597165632137094,610.0
weighted avg,0.7568737809339346,0.7508196721311475,0.7490006537055299,610.0
