,precision,recall,f1-score,support
0,0.971830985915493,1.0,0.9857142857142858,69.0
1,0.8360655737704918,0.75,0.7906976744186046,68.0
2,0.8524590163934426,0.7536231884057971,0.8,69.0
3,0.8507462686567164,0.8769230769230769,0.8636363636363636,65.0
4,0.8636363636363636,0.8769230769230769,0.8702290076335878,65.0
5,0.8051948051948052,0.9393939393939394,0.8671328671328671,66.0
6,1.0,0.9285714285714286,0.9629629629629629,28.0
7,1.0,1.0,1.0,21.0
8,1.0,1.0,1.0,21.0
9,0.88,0.9565217391304348,0.9166666666666666,69.0
10,0.96875,0.8985507246376812,0.9323308270676691,69.0
accuracy,0.8918032786885246,0.8918032786885246,0.8918032786885246,0.8918032786885246
macro avg,0.9116984557788467,0.9073188339986761,0.9081246050211825,610.0
weighted avg,0.893229421996094,0.8918032786885246,0.8909139933913099,610.0
AUC,0.9921,0.9921,0.9921,0.9921
