,precision,recall,f1-score,support
0,0.9452054794520548,1.0,0.971830985915493,69.0
1,0.6875,0.6470588235294118,0.6666666666666666,68.0
2,0.6724137931034483,0.5652173913043478,0.6141732283464567,69.0
3,0.6323529411764706,0.6615384615384615,0.6466165413533834,65.0
4,0.5942028985507246,0.6307692307692307,0.6119402985074627,65.0
5,0.8857142857142857,0.9393939393939394,0.9117647058823529,66.0
6,0.9583333333333334,0.8214285714285714,0.8846153846153846,28.0
7,1.0,1.0,1.0,21.0
8,1.0,1.0,1.0,21.0
9,0.9014084507042254,0.927536231884058,0.9142857142857143,69.0
10,0.9154929577464789,0.9420289855072463,0.9285714285714286,69.0
accuracy,0.8065573770491803,0.8065573770491803,0.8065573770491803,0.8065573770491803
macro avg,0.8356931036164564,0.8304519668504788,0.8318604503767585,610.0
weighted avg,0.8045057914133971,0.8065573770491803,0.8043879720048717,610.0
