,precision,recall,f1-score,support
0,0.9714285714285714,0.9855072463768116,0.9784172661870504,69.0
1,0.8253968253968254,0.7647058823529411,0.7938931297709924,68.0
2,0.8392857142857143,0.6811594202898551,0.752,69.0
3,0.8266666666666667,0.9538461538461539,0.8857142857142857,65.0
4,0.9310344827586207,0.8307692307692308,0.8780487804878049,65.0
5,0.8732394366197183,0.9393939393939394,0.9051094890510949,66.0
6,1.0,0.9642857142857143,0.9818181818181818,28.0
7,1.0,1.0,1.0,21.0
8,1.0,1.0,1.0,21.0
9,0.9305555555555556,0.9710144927536232,0.950354609929078,69.0
10,0.868421052631579,0.9565217391304348,0.9103448275862069,69.0
accuracy,0.8967213114754098,0.8967213114754098,0.8967213114754098,0.8967213114754098
macro avg,0.9150934823039318,0.9133821653817005,0.9123364155040631,610.0
weighted avg,0.8968525136651265,0.8967213114754098,0.8944992131988619,610.0
AUC,0.9936,0.9936,0.9936,0.9936
