,precision,recall,f1-score,support
0,0.9552238805970149,0.927536231884058,0.9411764705882353,69.0
1,0.7108433734939759,0.8676470588235294,0.7814569536423841,68.0
2,0.8148148148148148,0.6376811594202898,0.7154471544715447,69.0
3,0.7611940298507462,0.7846153846153846,0.7727272727272727,65.0
4,0.7571428571428571,0.8153846153846154,0.7851851851851852,65.0
5,0.8428571428571429,0.8939393939393939,0.8676470588235294,66.0
6,0.9230769230769231,0.8571428571428571,0.8888888888888888,28.0
7,0.9545454545454546,1.0,0.9767441860465116,21.0
8,0.9090909090909091,0.9523809523809523,0.9302325581395349,21.0
9,0.94,0.6811594202898551,0.7899159663865546,69.0
10,0.7721518987341772,0.8840579710144928,0.8243243243243243,69.0
accuracy,0.8245901639344262,0.8245901639344262,0.8245901639344262,0.8245901639344262
macro avg,0.8491764803821834,0.8455950040814026,0.8430678199294516,610.0
weighted avg,0.832641781900554,0.8245901639344262,0.8234313101628133,610.0
