,precision,recall,f1-score,support
0,0.9857142857142858,1.0,0.9928057553956835,69.0
1,0.8387096774193549,0.7647058823529411,0.8,68.0
2,0.6962025316455697,0.7971014492753623,0.7432432432432432,69.0
3,0.8,0.8615384615384616,0.8296296296296296,65.0
4,0.8793103448275862,0.7846153846153846,0.8292682926829268,65.0
5,0.8333333333333334,0.9090909090909091,0.8695652173913043,66.0
6,1.0,0.8928571428571429,0.9433962264150944,28.0
7,1.0,0.9523809523809523,0.975609756097561,21.0
8,0.9130434782608695,1.0,0.9545454545454546,21.0
9,0.9354838709677419,0.8405797101449275,0.8854961832061069,69.0
10,0.927536231884058,0.927536231884058,0.927536231884058,69.0
accuracy,0.8704918032786885,0.8704918032786885,0.8704918032786885,0.8704918032786885
macro avg,0.8917576140047999,0.8845823749218309,0.8864632718628239,610.0
weighted avg,0.8753475262563799,0.8704918032786885,0.8712371157517632,610.0
AUC,0.9886,0.9886,0.9886,0.9886
