,precision,recall,f1-score,support
0,1.0,0.9710144927536232,0.9852941176470589,69.0
1,0.8064516129032258,0.7352941176470589,0.7692307692307693,68.0
2,0.8620689655172413,0.7246376811594203,0.7874015748031497,69.0
3,0.5925925925925926,0.9846153846153847,0.7398843930635838,65.0
4,0.9333333333333333,0.6461538461538462,0.7636363636363637,65.0
5,0.9827586206896551,0.8636363636363636,0.9193548387096774,66.0
6,1.0,0.9642857142857143,0.9818181818181818,28.0
7,0.9545454545454546,1.0,0.9767441860465116,21.0
8,1.0,0.9523809523809523,0.975609756097561,21.0
9,0.9142857142857143,0.927536231884058,0.920863309352518,69.0
10,0.8493150684931506,0.8985507246376812,0.8732394366197183,69.0
accuracy,0.8590163934426229,0.8590163934426229,0.8590163934426229,0.8590163934426229
macro avg,0.8995773965782153,0.8789186826503731,0.8811888115477357,610.0
weighted avg,0.8821354606655863,0.8590163934426229,0.8611694999591982,610.0
