,precision,recall,f1-score,support
0,0.971830985915493,1.0,0.9857142857142858,69.0
1,0.864406779661017,0.75,0.8031496062992126,68.0
2,0.8461538461538461,0.6376811594202898,0.7272727272727273,69.0
3,0.90625,0.8923076923076924,0.8992248062015504,65.0
4,0.7733333333333333,0.8923076923076924,0.8285714285714286,65.0
5,0.810126582278481,0.9696969696969697,0.8827586206896552,66.0
6,0.9,0.9642857142857143,0.9310344827586207,28.0
7,1.0,1.0,1.0,21.0
8,1.0,1.0,1.0,21.0
9,0.8831168831168831,0.9855072463768116,0.9315068493150684,69.0
10,0.9016393442622951,0.7971014492753623,0.8461538461538461,69.0
accuracy,0.8786885245901639,0.8786885245901639,0.8786885245901639,0.8786885245901639
macro avg,0.8960779777019408,0.8989898112427759,0.8941260593614906,610.0
weighted avg,0.8806722380589234,0.8786885245901639,0.8755846800898488,610.0
