,precision,recall,f1-score,support
0,1.0,1.0,1.0,69.0
1,0.859375,0.8088235294117647,0.8333333333333334,68.0
2,0.8405797101449275,0.8405797101449275,0.8405797101449275,69.0
3,0.9242424242424242,0.9384615384615385,0.9312977099236641,65.0
4,0.8970588235294118,0.9384615384615385,0.9172932330827067,65.0
5,0.9848484848484849,0.9848484848484849,0.9848484848484849,66.0
6,1.0,0.9642857142857143,0.9818181818181818,28.0
7,1.0,1.0,1.0,21.0
8,0.9545454545454546,1.0,0.9767441860465116,21.0
9,0.9710144927536232,0.9710144927536232,0.9710144927536232,69.0
10,0.9855072463768116,0.9855072463768116,0.9855072463768116,69.0
accuracy,0.9393442622950819,0.9393442622950819,0.9393442622950819,0.9393442622950819
macro avg,0.9470156033128307,0.9483620231585821,0.947494234393477,610.0
weighted avg,0.9391271076239737,0.9393442622950819,0.9390616638687976,610.0
AUC,0.9976,0.9976,0.9976,0.9976
