,precision,recall,f1-score,support
0,0.42857142857142855,0.17391304347826086,0.24742268041237114,69.0
1,0.14432989690721648,0.20588235294117646,0.1696969696969697,68.0
2,0.08227848101265822,0.18840579710144928,0.1145374449339207,69.0
3,0.423728813559322,0.38461538461538464,0.4032258064516129,65.0
4,0.1935483870967742,0.09230769230769231,0.125,65.0
5,0.36231884057971014,0.3787878787878788,0.37037037037037035,66.0
6,0.08333333333333333,0.03571428571428571,0.05,28.0
7,0.0,0.0,0.0,21.0
8,0.2894736842105263,0.5238095238095238,0.3728813559322034,21.0
9,0.3582089552238806,0.34782608695652173,0.35294117647058826,69.0
10,0.28888888888888886,0.18840579710144928,0.22807017543859648,69.0
accuracy,0.2360655737704918,0.2360655737704918,0.2360655737704918,0.2360655737704918
macro avg,0.24133460994397626,0.2290607129830566,0.22128599815514843,610.0
weighted avg,0.26583798396300873,0.2360655737704918,0.2370722232924547,610.0
