,precision,recall,f1-score,support
0,1.0,1.0,1.0,69.0
1,0.859375,0.8088235294117647,0.8333333333333334,68.0
2,0.875,0.8115942028985508,0.8421052631578947,69.0
3,0.8611111111111112,0.9538461538461539,0.9051094890510949,65.0
4,0.8769230769230769,0.8769230769230769,0.8769230769230769,65.0
5,0.9242424242424242,0.9242424242424242,0.9242424242424242,66.0
6,1.0,1.0,1.0,28.0
7,1.0,1.0,1.0,21.0
8,1.0,1.0,1.0,21.0
9,0.9565217391304348,0.9565217391304348,0.9565217391304348,69.0
10,0.9295774647887324,0.9565217391304348,0.9428571428571428,69.0
accuracy,0.921311475409836,0.921311475409836,0.921311475409836,0.921311475409836
macro avg,0.9347955287450709,0.9353157150529856,0.9346447698814003,610.0
weighted avg,0.9211894545781061,0.921311475409836,0.920756048311517,610.0
AUC,0.9956,0.9956,0.9956,0.9956
