,precision,recall,f1-score,support
0,1.0,0.9855072463768116,0.9927007299270073,69.0
1,0.6493506493506493,0.7352941176470589,0.6896551724137931,68.0
2,0.6615384615384615,0.6231884057971014,0.6417910447761194,69.0
3,0.5569620253164557,0.676923076923077,0.6111111111111112,65.0
4,0.5901639344262295,0.5538461538461539,0.5714285714285714,65.0
5,0.9827586206896551,0.8636363636363636,0.9193548387096774,66.0
6,1.0,0.9642857142857143,0.9818181818181818,28.0
7,1.0,0.9523809523809523,0.975609756097561,21.0
8,0.9130434782608695,1.0,0.9545454545454546,21.0
9,0.9821428571428571,0.7971014492753623,0.88,69.0
10,0.881578947368421,0.9710144927536232,0.9241379310344827,69.0
accuracy,0.8,0.8,0.8,0.8
macro avg,0.8379580885539636,0.8293798157202018,0.8311047992601783,610.0
weighted avg,0.8114720850910594,0.8,0.8028338830399402,610.0
