,precision,recall,f1-score,support
0,0.9577464788732394,0.9855072463768116,0.9714285714285714,69.0
1,0.803921568627451,0.6029411764705882,0.6890756302521008,68.0
2,0.7323943661971831,0.7536231884057971,0.7428571428571429,69.0
3,0.8115942028985508,0.8615384615384616,0.835820895522388,65.0
4,0.796875,0.7846153846153846,0.7906976744186046,65.0
5,0.8235294117647058,0.8484848484848485,0.835820895522388,66.0
6,0.9655172413793104,1.0,0.9824561403508771,28.0
7,0.9545454545454546,1.0,0.9767441860465116,21.0
8,0.9545454545454546,1.0,0.9767441860465116,21.0
9,0.9655172413793104,0.8115942028985508,0.8818897637795275,69.0
10,0.788235294117647,0.9710144927536232,0.8701298701298701,69.0
accuracy,0.8475409836065574,0.8475409836065574,0.8475409836065574,0.8475409836065574
macro avg,0.8685837922116644,0.874483545594915,0.8685149960322267,610.0
weighted avg,0.8497117067872493,0.8475409836065574,0.8450034848803701,610.0
AUC,0.9872,0.9872,0.9872,0.9872
