,precision,recall,f1-score,support
0,0.9452054794520548,1.0,0.971830985915493,69.0
1,0.7887323943661971,0.8235294117647058,0.8057553956834532,68.0
2,0.8225806451612904,0.7391304347826086,0.7786259541984732,69.0
3,0.8571428571428571,0.9230769230769231,0.8888888888888888,65.0
4,0.8115942028985508,0.8615384615384616,0.835820895522388,65.0
5,0.953125,0.9242424242424242,0.9384615384615385,66.0
6,0.9615384615384616,0.8928571428571429,0.9259259259259259,28.0
7,1.0,1.0,1.0,21.0
8,1.0,1.0,1.0,21.0
9,0.9027777777777778,0.9420289855072463,0.9219858156028369,69.0
10,0.9672131147540983,0.855072463768116,0.9076923076923077,69.0
accuracy,0.8918032786885246,0.8918032786885246,0.8918032786885246,0.8918032786885246
macro avg,0.9099918120992082,0.9055887497761479,0.906817064353755,610.0
weighted avg,0.8933404144683443,0.8918032786885246,0.8914609995620063,610.0
