,precision,recall,f1-score,support
0,0.9710144927536232,0.9710144927536232,0.9710144927536232,69.0
1,0.6470588235294118,0.6470588235294118,0.6470588235294118,68.0
2,0.7272727272727273,0.463768115942029,0.5663716814159292,69.0
3,0.6615384615384615,0.6615384615384615,0.6615384615384615,65.0
4,0.6363636363636364,0.7538461538461538,0.6901408450704225,65.0
5,0.7721518987341772,0.9242424242424242,0.8413793103448276,66.0
6,1.0,0.75,0.8571428571428571,28.0
7,0.7916666666666666,0.9047619047619048,0.8444444444444444,21.0
8,0.9473684210526315,0.8571428571428571,0.9,21.0
9,0.8421052631578947,0.927536231884058,0.8827586206896552,69.0
10,0.9117647058823529,0.8985507246376812,0.9051094890510949,69.0
accuracy,0.7868852459016393,0.7868852459016393,0.7868852459016393,0.7868852459016393
macro avg,0.8098459179046894,0.7963145627526004,0.7969962750891569,610.0
weighted avg,0.7902364665045781,0.7868852459016393,0.782731259566361,610.0
