,precision,recall,f1-score,support
0,1.0,1.0,1.0,69.0
1,0.8333333333333334,0.8088235294117647,0.8208955223880597,68.0
2,0.8615384615384616,0.8115942028985508,0.835820895522388,69.0
3,0.8611111111111112,0.9538461538461539,0.9051094890510949,65.0
4,0.9180327868852459,0.8615384615384616,0.8888888888888888,65.0
5,0.9393939393939394,0.9393939393939394,0.9393939393939394,66.0
6,1.0,0.9642857142857143,0.9818181818181818,28.0
7,0.9545454545454546,1.0,0.9767441860465116,21.0
8,1.0,0.9523809523809523,0.975609756097561,21.0
9,0.9178082191780822,0.9710144927536232,0.9436619718309859,69.0
10,0.9710144927536232,0.9710144927536232,0.9710144927536232,69.0
accuracy,0.921311475409836,0.921311475409836,0.921311475409836,0.921311475409836
macro avg,0.932434345339932,0.930353812660253,0.9308143021628393,610.0
weighted avg,0.9215268779529935,0.921311475409836,0.9208286062488598,610.0
AUC,0.9965,0.9965,0.9965,0.9965
