,precision,recall,f1-score,support
0,0.9242424242424242,0.8840579710144928,0.9037037037037037,69.0
1,0.6716417910447762,0.6617647058823529,0.6666666666666666,68.0
2,0.5396825396825397,0.4927536231884058,0.5151515151515151,69.0
3,0.765625,0.7538461538461538,0.7596899224806202,65.0
4,0.8035714285714286,0.6923076923076923,0.743801652892562,65.0
5,0.6590909090909091,0.8787878787878788,0.7532467532467533,66.0
6,0.8888888888888888,0.8571428571428571,0.8727272727272727,28.0
7,0.9090909090909091,0.9523809523809523,0.9302325581395349,21.0
8,0.8695652173913043,0.9523809523809523,0.9090909090909091,21.0
9,0.8,0.7536231884057971,0.7761194029850746,69.0
10,0.8115942028985508,0.8115942028985508,0.8115942028985508,69.0
accuracy,0.760655737704918,0.760655737704918,0.760655737704918,0.760655737704918
macro avg,0.78572666462743,0.7900581980214624,0.7856385963621058,610.0
weighted avg,0.763312950334468,0.760655737704918,0.7594917652492772,610.0
AUC,0.9723,0.9723,0.9723,0.9723
