,precision,recall,f1-score,support
0,1.0,0.9855072463768116,0.9927007299270073,69.0
1,0.8333333333333334,0.7352941176470589,0.78125,68.0
2,0.726027397260274,0.7681159420289855,0.7464788732394366,69.0
3,0.8208955223880597,0.8461538461538461,0.8333333333333334,65.0
4,0.7307692307692307,0.8769230769230769,0.7972027972027972,65.0
5,0.9166666666666666,0.8333333333333334,0.873015873015873,66.0
6,0.9629629629629629,0.9285714285714286,0.9454545454545454,28.0
7,1.0,1.0,1.0,21.0
8,0.9130434782608695,1.0,0.9545454545454546,21.0
9,0.7974683544303798,0.9130434782608695,0.8513513513513513,69.0
10,0.9814814814814815,0.7681159420289855,0.8617886178861789,69.0
accuracy,0.8557377049180328,0.8557377049180328,0.8557377049180328,0.8557377049180328
macro avg,0.8802407661412052,0.8777325828476724,0.8761019614505433,610.0
weighted avg,0.8639429192085395,0.8557377049180328,0.8564870957671347,610.0
