,precision,recall,f1-score,support
0,0.9428571428571428,0.9565217391304348,0.9496402877697842,69.0
1,0.725,0.8529411764705882,0.7837837837837838,68.0
2,0.7424242424242424,0.7101449275362319,0.725925925925926,69.0
3,0.7837837837837838,0.8923076923076924,0.8345323741007195,65.0
4,0.8064516129032258,0.7692307692307693,0.7874015748031497,65.0
5,0.9444444444444444,0.7727272727272727,0.85,66.0
6,0.8709677419354839,0.9642857142857143,0.9152542372881356,28.0
7,1.0,0.8095238095238095,0.8947368421052632,21.0
8,0.84,1.0,0.9130434782608695,21.0
9,0.8615384615384616,0.8115942028985508,0.835820895522388,69.0
10,0.9242424242424242,0.8840579710144928,0.9037037037037037,69.0
accuracy,0.8426229508196721,0.8426229508196721,0.8426229508196721,0.8426229508196721
macro avg,0.8583372594662918,0.8566668431932324,0.8539857366603385,610.0
weighted avg,0.8484082419598019,0.8426229508196721,0.8427127466219831,610.0
