,precision,recall,f1-score,support
0,0.7,0.10144927536231885,0.17721518987341772,69.0
1,0.14545454545454545,0.11764705882352941,0.13008130081300814,68.0
2,0.15,0.21739130434782608,0.17751479289940827,69.0
3,0.37037037037037035,0.15384615384615385,0.21739130434782608,65.0
4,0.41379310344827586,0.18461538461538463,0.2553191489361702,65.0
5,0.42857142857142855,0.45454545454545453,0.4411764705882353,66.0
6,0.19047619047619047,0.14285714285714285,0.16326530612244897,28.0
7,0.0,0.0,0.0,21.0
8,0.15,0.14285714285714285,0.14634146341463414,21.0
9,0.2,0.5652173913043478,0.29545454545454547,69.0
10,0.1625,0.18840579710144928,0.174496644295302,69.0
accuracy,0.23114754098360657,0.23114754098360657,0.23114754098360657,0.23114754098360657
macro avg,0.26465142166552824,0.2062574641509773,0.19802328788590876,610.0
weighted avg,0.2972017746035553,0.23114754098360657,0.2184212380078167,610.0
