,precision,recall,f1-score,support
0,1.0,0.9855072463768116,0.9927007299270073,69.0
1,0.9038461538461539,0.6911764705882353,0.7833333333333333,68.0
2,0.654320987654321,0.7681159420289855,0.7066666666666667,69.0
3,0.8285714285714286,0.8923076923076924,0.8592592592592593,65.0
4,0.8360655737704918,0.7846153846153846,0.8095238095238095,65.0
5,0.8,0.9090909090909091,0.851063829787234,66.0
6,1.0,0.8928571428571429,0.9433962264150944,28.0
7,1.0,1.0,1.0,21.0
8,0.9545454545454546,1.0,0.9767441860465116,21.0
9,0.863013698630137,0.9130434782608695,0.8873239436619719,69.0
10,0.9354838709677419,0.8405797101449275,0.8854961832061069,69.0
accuracy,0.860655737704918,0.860655737704918,0.860655737704918,0.860655737704918
macro avg,0.8887133789077936,0.8797539978428144,0.8814098334388176,610.0
weighted avg,0.868447341982983,0.860655737704918,0.861336787326203,610.0
