,precision,recall,f1-score,support
0,0.9857142857142858,1.0,0.9928057553956835,69.0
1,0.782608695652174,0.7941176470588235,0.7883211678832117,68.0
2,0.8448275862068966,0.7101449275362319,0.7716535433070866,69.0
3,0.8805970149253731,0.9076923076923077,0.8939393939393939,65.0
4,0.9322033898305084,0.8461538461538461,0.8870967741935484,65.0
5,0.8472222222222222,0.9242424242424242,0.8840579710144928,66.0
6,1.0,0.8214285714285714,0.9019607843137255,28.0
7,1.0,1.0,1.0,21.0
8,1.0,1.0,1.0,21.0
9,0.881578947368421,0.9710144927536232,0.9241379310344827,69.0
10,0.8918918918918919,0.9565217391304348,0.9230769230769231,69.0
accuracy,0.8934426229508197,0.8934426229508197,0.8934426229508197,0.8934426229508197
macro avg,0.9133312758010702,0.9028469050905694,0.9060954767416863,610.0
weighted avg,0.8944966579535574,0.8934426229508197,0.8921007130108503,610.0
AUC,0.9924,0.9924,0.9924,0.9924
