,precision,recall,f1-score,support
0,1.0,1.0,1.0,69.0
1,0.8666666666666667,0.7647058823529411,0.8125,68.0
2,0.8064516129032258,0.7246376811594203,0.7633587786259542,69.0
3,0.9104477611940298,0.9384615384615385,0.9242424242424242,65.0
4,0.8260869565217391,0.8769230769230769,0.8507462686567164,65.0
5,0.8823529411764706,0.9090909090909091,0.8955223880597015,66.0
6,1.0,0.8571428571428571,0.9230769230769231,28.0
7,1.0,1.0,1.0,21.0
8,0.7777777777777778,1.0,0.875,21.0
9,0.9166666666666666,0.9565217391304348,0.9361702127659575,69.0
10,0.9295774647887324,0.9565217391304348,0.9428571428571428,69.0
accuracy,0.8967213114754098,0.8967213114754098,0.8967213114754098,0.8967213114754098
macro avg,0.9014570770632099,0.907636856671965,0.9021340125713473,610.0
weighted avg,0.8973979078632521,0.8967213114754098,0.8955320323929887,610.0
AUC,0.9937,0.9937,0.9937,0.9937
