,precision,recall,f1-score,support
0,1.0,0.9855072463768116,0.9927007299270073,69.0
1,0.5974025974025974,0.6764705882352942,0.6344827586206897,68.0
2,0.6181818181818182,0.4927536231884058,0.5483870967741935,69.0
3,0.5476190476190477,0.7076923076923077,0.6174496644295302,65.0
4,0.6031746031746031,0.5846153846153846,0.59375,65.0
5,0.8787878787878788,0.8787878787878788,0.8787878787878788,66.0
6,1.0,0.8928571428571429,0.9433962264150944,28.0
7,0.9130434782608695,1.0,0.9545454545454546,21.0
8,1.0,0.9523809523809523,0.975609756097561,21.0
9,0.9523809523809523,0.8695652173913043,0.9090909090909091,69.0
10,0.9242424242424242,0.8840579710144928,0.9037037037037037,69.0
accuracy,0.7819672131147541,0.7819672131147541,0.7819672131147541,0.7819672131147541
macro avg,0.8213484363681992,0.8113353011399979,0.8138094707629111,610.0
weighted avg,0.7913777629672142,0.7819672131147541,0.7839984391187926,610.0
