,precision,recall,f1-score,support
0,0.9710144927536232,0.9710144927536232,0.9710144927536232,69.0
1,0.7741935483870968,0.7058823529411765,0.7384615384615385,68.0
2,0.9166666666666666,0.6376811594202898,0.7521367521367521,69.0
3,0.75,0.8307692307692308,0.7883211678832117,65.0
4,0.746268656716418,0.7692307692307693,0.7575757575757576,65.0
5,0.7341772151898734,0.8787878787878788,0.8,66.0
6,0.9615384615384616,0.8928571428571429,0.9259259259259259,28.0
7,1.0,1.0,1.0,21.0
8,0.9545454545454546,1.0,0.9767441860465116,21.0
9,0.9076923076923077,0.855072463768116,0.8805970149253731,69.0
10,0.810126582278481,0.927536231884058,0.8648648648648649,69.0
accuracy,0.8377049180327869,0.8377049180327869,0.8377049180327869,0.8377049180327869
macro avg,0.8660203077971258,0.8608028838556622,0.8596037909612325,610.0
weighted avg,0.844436647632684,0.8377049180327869,0.8365090888624305,610.0
AUC,0.9856,0.9856,0.9856,0.9856
