,precision,recall,f1-score,support
0,1.0,1.0,1.0,69.0
1,0.7407407407407407,0.5882352941176471,0.6557377049180327,68.0
2,0.5833333333333334,0.6086956521739131,0.5957446808510638,69.0
3,0.7017543859649122,0.6153846153846154,0.6557377049180327,65.0
4,0.6388888888888888,0.7076923076923077,0.6715328467153284,65.0
5,0.8,0.9696969696969697,0.8767123287671232,66.0
6,1.0,1.0,1.0,28.0
7,1.0,1.0,1.0,21.0
8,1.0,1.0,1.0,21.0
9,0.8732394366197183,0.8985507246376812,0.8857142857142857,69.0
10,0.9692307692307692,0.9130434782608695,0.9402985074626866,69.0
accuracy,0.8131147540983606,0.8131147540983606,0.8131147540983606,0.8131147540983606
macro avg,0.8461079595253057,0.8455726401785458,0.8437707326678686,610.0
weighted avg,0.8142502089172968,0.8131147540983606,0.8111918511428841,610.0
