,precision,recall,f1-score,support
0,0.9850746268656716,0.9565217391304348,0.9705882352941176,69.0
1,0.7115384615384616,0.5441176470588235,0.6166666666666667,68.0
2,0.5111111111111111,0.6666666666666666,0.5786163522012578,69.0
3,0.7051282051282052,0.8461538461538461,0.7692307692307693,65.0
4,0.7333333333333333,0.676923076923077,0.704,65.0
5,0.8309859154929577,0.8939393939393939,0.8613138686131386,66.0
6,0.9615384615384616,0.8928571428571429,0.9259259259259259,28.0
7,0.9545454545454546,1.0,0.9767441860465116,21.0
8,1.0,0.9523809523809523,0.975609756097561,21.0
9,0.9344262295081968,0.8260869565217391,0.8769230769230769,69.0
10,0.873015873015873,0.7971014492753623,0.8333333333333334,69.0
accuracy,0.7950819672131147,0.7950819672131147,0.7950819672131147,0.7950819672131147
macro avg,0.8364270610979752,0.8229771700824945,0.8262683791211235,610.0
weighted avg,0.8076205545413785,0.7950819672131147,0.7973249446190577,610.0
AUC,0.9795,0.9795,0.9795,0.9795
