,precision,recall,f1-score,support
0,0.8734177215189873,1.0,0.9324324324324325,69.0
1,0.7301587301587301,0.6764705882352942,0.7022900763358778,68.0
2,0.9047619047619048,0.5507246376811594,0.6846846846846847,69.0
3,0.6170212765957447,0.8923076923076924,0.7295597484276729,65.0
4,0.7647058823529411,0.6,0.6724137931034483,65.0
5,0.7625,0.9242424242424242,0.8356164383561644,66.0
6,0.9523809523809523,0.7142857142857143,0.8163265306122449,28.0
7,0.9130434782608695,1.0,0.9545454545454546,21.0
8,0.95,0.9047619047619048,0.926829268292683,21.0
9,0.8852459016393442,0.782608695652174,0.8307692307692308,69.0
10,0.8421052631578947,0.927536231884058,0.8827586206896552,69.0
accuracy,0.8016393442622951,0.8016393442622951,0.8016393442622951,0.8016393442622951
macro avg,0.8359401009843062,0.8157216262773112,0.8152932980226862,610.0
weighted avg,0.8155086283229412,0.8016393442622951,0.7970741068694382,610.0
AUC,0.9821,0.9821,0.9821,0.9821
