,precision,recall,f1-score,support
0,0.7910447761194029,0.7681159420289855,0.7794117647058824,69.0
1,0.625,0.5147058823529411,0.5645161290322581,68.0
2,0.47619047619047616,0.2898550724637681,0.36036036036036034,69.0
3,0.4266666666666667,0.49230769230769234,0.45714285714285713,65.0
4,0.47368421052631576,0.13846153846153847,0.21428571428571427,65.0
5,0.49523809523809526,0.7878787878787878,0.6081871345029239,66.0
6,0.4,0.2857142857142857,0.3333333333333333,28.0
7,1.0,0.42857142857142855,0.6,21.0
8,0.5151515151515151,0.8095238095238095,0.6296296296296297,21.0
9,0.49056603773584906,0.7536231884057971,0.5942857142857143,69.0
10,0.3974358974358974,0.4492753623188406,0.4217687074829932,69.0
accuracy,0.521311475409836,0.521311475409836,0.521311475409836,0.521311475409836
macro avg,0.5537252431876563,0.519821180911625,0.5057201222510606,610.0
weighted avg,0.5335050312420855,0.521311475409836,0.5017670361990341,610.0
