,precision,recall,f1-score,support
0,0.9857142857142858,1.0,0.9928057553956835,69.0
1,0.835820895522388,0.8235294117647058,0.8296296296296296,68.0
2,0.8461538461538461,0.7971014492753623,0.8208955223880597,69.0
3,0.84,0.9692307692307692,0.9,65.0
4,0.9310344827586207,0.8307692307692308,0.8780487804878049,65.0
5,0.9014084507042254,0.9696969696969697,0.9343065693430657,66.0
6,1.0,0.9285714285714286,0.9629629629629629,28.0
7,1.0,1.0,1.0,21.0
8,1.0,1.0,1.0,21.0
9,0.9848484848484849,0.9420289855072463,0.9629629629629629,69.0
10,0.9857142857142858,1.0,0.9928057553956835,69.0
accuracy,0.9229508196721311,0.9229508196721311,0.9229508196721311,0.9229508196721311
macro avg,0.9373358846741943,0.9328116586196102,0.9340379944150776,610.0
weighted avg,0.9242848398181046,0.9229508196721311,0.9224731341310695,610.0
AUC,0.9969,0.9969,0.9969,0.9969
