,precision,recall,f1-score,support
0,1.0,1.0,1.0,69.0
1,0.8305084745762712,0.7205882352941176,0.7716535433070866,68.0
2,0.7833333333333333,0.6811594202898551,0.7286821705426356,69.0
3,0.9104477611940298,0.9384615384615385,0.9242424242424242,65.0
4,0.8285714285714286,0.8923076923076924,0.8592592592592593,65.0
5,0.8356164383561644,0.9242424242424242,0.8776978417266187,66.0
6,1.0,0.8571428571428571,0.9230769230769231,28.0
7,1.0,1.0,1.0,21.0
8,0.7777777777777778,1.0,0.875,21.0
9,0.9420289855072463,0.9420289855072463,0.9420289855072463,69.0
10,0.9436619718309859,0.9710144927536232,0.9571428571428572,69.0
accuracy,0.8901639344262295,0.8901639344262295,0.8901639344262295,0.8901639344262295
macro avg,0.8956314701042944,0.9024496041817596,0.8962530913459137,610.0
weighted avg,0.8904221605362613,0.8901639344262295,0.8883134240703295,610.0
AUC,0.9937,0.9937,0.9937,0.9937
