,precision,recall,f1-score,support
0,0.9078947368421053,1.0,0.9517241379310345,69.0
1,0.7,0.7205882352941176,0.7101449275362319,68.0
2,0.7857142857142857,0.6376811594202898,0.704,69.0
3,0.6629213483146067,0.9076923076923077,0.7662337662337663,65.0
4,0.9111111111111111,0.6307692307692307,0.7454545454545455,65.0
5,0.875,0.8484848484848485,0.8615384615384616,66.0
6,1.0,1.0,1.0,28.0
7,0.9545454545454546,1.0,0.9767441860465116,21.0
8,1.0,0.9047619047619048,0.95,21.0
9,0.967741935483871,0.8695652173913043,0.916030534351145,69.0
10,0.8481012658227848,0.9710144927536232,0.9054054054054054,69.0
accuracy,0.840983606557377,0.840983606557377,0.840983606557377,0.840983606557377
macro avg,0.8739118307122017,0.8627779451425116,0.8624796331361001,610.0
weighted avg,0.850589783368322,0.840983606557377,0.83901115911666,610.0
AUC,0.9872,0.9872,0.9872,0.9872
