,precision,recall,f1-score,support
0,0.88,0.9565217391304348,0.9166666666666666,69.0
1,0.9230769230769231,0.5294117647058824,0.6728971962616822,68.0
2,0.7605633802816901,0.782608695652174,0.7714285714285715,69.0
3,0.8484848484848485,0.8615384615384616,0.8549618320610687,65.0
4,0.8253968253968254,0.8,0.8125,65.0
5,0.9180327868852459,0.8484848484848485,0.8818897637795275,66.0
6,0.7741935483870968,0.8571428571428571,0.8135593220338984,28.0
7,1.0,0.8571428571428571,0.9230769230769231,21.0
8,0.875,1.0,0.9333333333333333,21.0
9,0.8620689655172413,0.7246376811594203,0.7874015748031497,69.0
10,0.6346153846153846,0.9565217391304348,0.7630057803468208,69.0
accuracy,0.8180327868852459,0.8180327868852459,0.8180327868852459,0.8180327868852459
macro avg,0.8455847875132051,0.8340009676443064,0.8300655421628765,610.0
weighted avg,0.8355478955072005,0.8180327868852459,0.8156847674995026,610.0
