,precision,recall,f1-score,support
0,0.08333333333333333,0.028985507246376812,0.043010752688172046,69.0
1,0.2972972972972973,0.3235294117647059,0.30985915492957744,68.0
2,0.13333333333333333,0.17391304347826086,0.1509433962264151,69.0
3,0.4857142857142857,0.26153846153846155,0.34,65.0
4,0.625,0.07692307692307693,0.136986301369863,65.0
5,0.5204081632653061,0.7727272727272727,0.6219512195121951,66.0
6,0.0,0.0,0.0,28.0
7,0.0,0.0,0.0,21.0
8,0.25806451612903225,0.38095238095238093,0.3076923076923077,21.0
9,0.22459893048128343,0.6086956521739131,0.328125,69.0
10,0.24489795918367346,0.17391304347826086,0.2033898305084746,69.0
accuracy,0.28032786885245903,0.28032786885245903,0.28032786885245903,0.28032786885245903
macro avg,0.2611498017034131,0.2546525318438827,0.22199617844790953,610.0
weighted avg,0.2943020062110602,0.28032786885245903,0.24531509943243762,610.0
