,precision,recall,f1-score,support
0,0.8734177215189873,1.0,0.9324324324324325,69.0
1,0.7903225806451613,0.7205882352941176,0.7538461538461538,68.0
2,0.8076923076923077,0.6086956521739131,0.6942148760330579,69.0
3,0.7464788732394366,0.8153846153846154,0.7794117647058824,65.0
4,0.7619047619047619,0.7384615384615385,0.75,65.0
5,0.8082191780821918,0.8939393939393939,0.8489208633093526,66.0
6,0.96,0.8571428571428571,0.9056603773584906,28.0
7,0.9130434782608695,1.0,0.9545454545454546,21.0
8,0.95,0.9047619047619048,0.926829268292683,21.0
9,0.8923076923076924,0.8405797101449275,0.8656716417910447,69.0
10,0.8441558441558441,0.9420289855072463,0.8904109589041096,69.0
accuracy,0.8311475409836065,0.8311475409836065,0.8311475409836065,0.8311475409836065
macro avg,0.8497765852552047,0.8474166266191377,0.8456312537471511,610.0
weighted avg,0.8310587321257543,0.8311475409836065,0.8278324649566576,610.0
AUC,0.9849,0.9849,0.9849,0.9849
