,precision,recall,f1-score,support
0,0.9857142857142858,1.0,0.9928057553956835,69.0
1,0.8709677419354839,0.7941176470588235,0.8307692307692308,68.0
2,0.8285714285714286,0.8405797101449275,0.8345323741007195,69.0
3,0.863013698630137,0.9692307692307692,0.9130434782608695,65.0
4,0.9310344827586207,0.8307692307692308,0.8780487804878049,65.0
5,0.8732394366197183,0.9393939393939394,0.9051094890510949,66.0
6,1.0,0.8571428571428571,0.9230769230769231,28.0
7,1.0,1.0,1.0,21.0
8,1.0,1.0,1.0,21.0
9,0.9285714285714286,0.9420289855072463,0.935251798561151,69.0
10,0.9571428571428572,0.9710144927536232,0.9640287769784173,69.0
accuracy,0.9147540983606557,0.9147540983606557,0.9147540983606557,0.9147540983606557
macro avg,0.9307504872676327,0.9222070574546742,0.9251515096983541,610.0
weighted avg,0.9160208869816124,0.9147540983606557,0.9141530742327537,610.0
AUC,0.9972,0.9972,0.9972,0.9972
