,precision,recall,f1-score,support
0,0.9714285714285714,0.9855072463768116,0.9784172661870504,69.0
1,0.7741935483870968,0.7058823529411765,0.7384615384615385,68.0
2,0.819672131147541,0.7246376811594203,0.7692307692307693,69.0
3,0.8142857142857143,0.8769230769230769,0.8444444444444444,65.0
4,0.9215686274509803,0.7230769230769231,0.8103448275862069,65.0
5,0.85,0.7727272727272727,0.8095238095238095,66.0
6,0.7941176470588235,0.9642857142857143,0.8709677419354839,28.0
7,0.9047619047619048,0.9047619047619048,0.9047619047619048,21.0
8,0.9090909090909091,0.9523809523809523,0.9302325581395349,21.0
9,0.859375,0.7971014492753623,0.8270676691729323,69.0
10,0.7052631578947368,0.9710144927536232,0.8170731707317073,69.0
accuracy,0.8344262295081967,0.8344262295081967,0.8344262295081967,0.8344262295081967
macro avg,0.8476142919551163,0.8525726424238399,0.84550233637958,610.0
weighted avg,0.841717832925004,0.8344262295081967,0.8330502813415112,610.0
