,precision,recall,f1-score,support
0,0.9857142857142858,1.0,0.9928057553956835,69.0
1,0.8305084745762712,0.7205882352941176,0.7716535433070866,68.0
2,0.7794117647058824,0.7681159420289855,0.7737226277372263,69.0
3,0.7916666666666666,0.8769230769230769,0.8321167883211679,65.0
4,0.9259259259259259,0.7692307692307693,0.8403361344537815,65.0
5,0.8,0.9090909090909091,0.851063829787234,66.0
6,1.0,0.8214285714285714,0.9019607843137255,28.0
7,1.0,1.0,1.0,21.0
8,0.9130434782608695,1.0,0.9545454545454546,21.0
9,0.863013698630137,0.9130434782608695,0.8873239436619719,69.0
10,0.9027777777777778,0.9420289855072463,0.9219858156028369,69.0
accuracy,0.8704918032786885,0.8704918032786885,0.8704918032786885,0.8704918032786885
macro avg,0.890187461114347,0.8836772697967767,0.8843195161023789,610.0
weighted avg,0.8733201921054442,0.8704918032786885,0.8694840688899877,610.0
AUC,0.9904,0.9904,0.9904,0.9904
