,precision,recall,f1-score,support
0,1.0,1.0,1.0,69.0
1,0.8088235294117647,0.8088235294117647,0.8088235294117647,68.0
2,0.873015873015873,0.7971014492753623,0.8333333333333334,69.0
3,0.8840579710144928,0.9384615384615385,0.9104477611940298,65.0
4,0.9180327868852459,0.8615384615384616,0.8888888888888888,65.0
5,0.9264705882352942,0.9545454545454546,0.9402985074626866,66.0
6,1.0,0.9285714285714286,0.9629629629629629,28.0
7,1.0,1.0,1.0,21.0
8,1.0,1.0,1.0,21.0
9,0.9571428571428572,0.9710144927536232,0.9640287769784173,69.0
10,0.9054054054054054,0.9710144927536232,0.9370629370629371,69.0
accuracy,0.919672131147541,0.919672131147541,0.919672131147541,0.919672131147541
macro avg,0.9339044555555394,0.9300973497555688,0.9314406088450017,610.0
weighted avg,0.919732595804816,0.919672131147541,0.9191063524258087,610.0
AUC,0.9964,0.9964,0.9964,0.9964
