,precision,recall,f1-score,support
0,0.9078947368421053,1.0,0.9517241379310345,69.0
1,0.6857142857142857,0.7058823529411765,0.6956521739130435,68.0
2,0.676056338028169,0.6956521739130435,0.6857142857142857,69.0
3,0.9230769230769231,0.7384615384615385,0.8205128205128205,65.0
4,0.7945205479452054,0.8923076923076924,0.8405797101449275,65.0
5,0.8615384615384616,0.8484848484848485,0.8549618320610687,66.0
6,1.0,0.7857142857142857,0.88,28.0
7,1.0,1.0,1.0,21.0
8,1.0,1.0,1.0,21.0
9,0.8615384615384616,0.8115942028985508,0.835820895522388,69.0
10,0.8378378378378378,0.8985507246376812,0.8671328671328671,69.0
accuracy,0.8344262295081967,0.8344262295081967,0.8344262295081967,0.8344262295081967
macro avg,0.8680161447746774,0.8524225290326197,0.857463520266585,610.0
weighted avg,0.8388254661140359,0.8344262295081967,0.8341473837534603,610.0
