,precision,recall,f1-score,support
0,0.9857142857142858,1.0,0.9928057553956835,69.0
1,0.6231884057971014,0.6323529411764706,0.6277372262773723,68.0
2,0.6607142857142857,0.5362318840579711,0.592,69.0
3,0.5915492957746479,0.6461538461538462,0.6176470588235294,65.0
4,0.6212121212121212,0.6307692307692307,0.6259541984732825,65.0
5,0.8472222222222222,0.9242424242424242,0.8840579710144928,66.0
6,1.0,0.8571428571428571,0.9230769230769231,28.0
7,0.8636363636363636,0.9047619047619048,0.8837209302325582,21.0
8,0.9,0.8571428571428571,0.8780487804878049,21.0
9,0.9393939393939394,0.8985507246376812,0.9185185185185185,69.0
10,0.8648648648648649,0.927536231884058,0.8951048951048951,69.0
accuracy,0.7868852459016393,0.7868852459016393,0.7868852459016393,0.7868852459016393
macro avg,0.8088632531208938,0.8013531729063,0.8035156597640963,610.0
weighted avg,0.7873061687275443,0.7868852459016393,0.7855786387405078,610.0
