,precision,recall,f1-score,support
0,0.14285714285714285,0.014492753623188406,0.02631578947368421,69.0
1,0.1794871794871795,0.10294117647058823,0.1308411214953271,68.0
2,0.15827338129496402,0.3188405797101449,0.21153846153846154,69.0
3,0.3333333333333333,0.06153846153846154,0.1038961038961039,65.0
4,0.2631578947368421,0.07692307692307693,0.11904761904761904,65.0
5,0.5058823529411764,0.6515151515151515,0.5695364238410596,66.0
6,0.0,0.0,0.0,28.0
7,0.04,0.047619047619047616,0.043478260869565216,21.0
8,0.0,0.0,0.0,21.0
9,0.21264367816091953,0.5362318840579711,0.3045267489711934,69.0
10,0.16842105263157894,0.2318840579710145,0.1951219512195122,69.0
accuracy,0.22295081967213115,0.22295081967213115,0.22295081967213115,0.22295081967213115
macro avg,0.18218691049483057,0.1856351081298768,0.15493658912295694,610.0
weighted avg,0.21684715723768042,0.22295081967213115,0.18488309727506852,610.0
