,precision,recall,f1-score,support
0,0.9324324324324325,1.0,0.965034965034965,69.0
1,0.7272727272727273,0.7058823529411765,0.7164179104477612,68.0
2,0.7627118644067796,0.6521739130434783,0.703125,69.0
3,0.7076923076923077,0.7076923076923077,0.7076923076923077,65.0
4,0.7,0.7538461538461538,0.725925925925926,65.0
5,0.9393939393939394,0.9393939393939394,0.9393939393939394,66.0
6,1.0,0.8214285714285714,0.9019607843137255,28.0
7,0.9090909090909091,0.9523809523809523,0.9302325581395349,21.0
8,1.0,0.9047619047619048,0.95,21.0
9,0.9142857142857143,0.927536231884058,0.920863309352518,69.0
10,0.881578947368421,0.9710144927536232,0.9241379310344827,69.0
accuracy,0.839344262295082,0.839344262295082,0.839344262295082,0.839344262295082
macro avg,0.8613144401766575,0.8487373472841969,0.8531622392122874,610.0
weighted avg,0.8392214306254024,0.839344262295082,0.837786085166333,610.0
AUC,0.9880,0.9880,0.9880,0.9880
