,precision,recall,f1-score,support
0,0.9710144927536232,0.9710144927536232,0.9710144927536232,69.0
1,0.56,0.6176470588235294,0.5874125874125874,68.0
2,0.5862068965517241,0.4927536231884058,0.5354330708661418,69.0
3,0.765625,0.7538461538461538,0.7596899224806202,65.0
4,0.8135593220338984,0.7384615384615385,0.7741935483870968,65.0
5,0.6363636363636364,0.8484848484848485,0.7272727272727273,66.0
6,0.9642857142857143,0.9642857142857143,0.9642857142857143,28.0
7,0.9545454545454546,1.0,0.9767441860465116,21.0
8,1.0,0.9047619047619048,0.95,21.0
9,0.8852459016393442,0.782608695652174,0.8307692307692308,69.0
10,0.8208955223880597,0.7971014492753623,0.8088235294117647,69.0
accuracy,0.7737704918032787,0.7737704918032787,0.7737704918032787,0.7737704918032787
macro avg,0.8143401764146777,0.8064514072302958,0.8077853645169107,610.0
weighted avg,0.7802368354059308,0.7737704918032787,0.7740735931142406,610.0
AUC,0.9724,0.9724,0.9724,0.9724
