,precision,recall,f1-score,support
0,0.25,0.014492753623188406,0.0273972602739726,69.0
1,0.13934426229508196,0.25,0.17894736842105263,68.0
2,0.1728395061728395,0.2028985507246377,0.18666666666666668,69.0
3,0.2222222222222222,0.09230769230769231,0.13043478260869565,65.0
4,0.2,0.015384615384615385,0.02857142857142857,65.0
5,0.41818181818181815,0.696969696969697,0.5227272727272727,66.0
6,0.06666666666666667,0.03571428571428571,0.046511627906976744,28.0
7,0.0,0.0,0.0,21.0
8,0.43478260869565216,0.47619047619047616,0.45454545454545453,21.0
9,0.2463768115942029,0.4927536231884058,0.3285024154589372,69.0
10,0.17721518987341772,0.2028985507246377,0.1891891891891892,69.0
accuracy,0.2360655737704918,0.2360655737704918,0.2360655737704918,0.2360655737704918
macro avg,0.21160264415471833,0.22541911316614874,0.19031758785178604,610.0
weighted avg,0.2195421799294707,0.2360655737704918,0.19400448620625307,610.0
