,precision,recall,f1-score,support
0,0.9855072463768116,0.9855072463768116,0.9855072463768116,69.0
1,0.6307692307692307,0.6029411764705882,0.6165413533834586,68.0
2,0.5588235294117647,0.5507246376811594,0.5547445255474452,69.0
3,0.5466666666666666,0.6307692307692307,0.5857142857142857,65.0
4,0.5409836065573771,0.5076923076923077,0.5238095238095238,65.0
5,0.863013698630137,0.9545454545454546,0.9064748201438849,66.0
6,1.0,0.9285714285714286,0.9629629629629629,28.0
7,0.9523809523809523,0.9523809523809523,0.9523809523809523,21.0
8,0.9130434782608695,1.0,0.9545454545454546,21.0
9,0.984375,0.9130434782608695,0.9473684210526315,69.0
10,0.9538461538461539,0.8985507246376812,0.9253731343283582,69.0
accuracy,0.780327868852459,0.780327868852459,0.780327868852459,0.780327868852459
macro avg,0.8117645057181785,0.8113387852169531,0.8104929709314337,610.0
weighted avg,0.7836368454913676,0.780327868852459,0.7809445161821291,610.0
