,precision,recall,f1-score,support
0,1.0,1.0,1.0,69.0
1,0.6451612903225806,0.5882352941176471,0.6153846153846154,68.0
2,0.6507936507936508,0.5942028985507246,0.6212121212121212,69.0
3,0.5638297872340425,0.8153846153846154,0.6666666666666666,65.0
4,0.6,0.4153846153846154,0.4909090909090909,65.0
5,0.8805970149253731,0.8939393939393939,0.8872180451127819,66.0
6,0.96,0.8571428571428571,0.9056603773584906,28.0
7,0.9130434782608695,1.0,0.9545454545454546,21.0
8,1.0,0.9047619047619048,0.95,21.0
9,0.9285714285714286,0.9420289855072463,0.935251798561151,69.0
10,0.8904109589041096,0.9420289855072463,0.9154929577464789,69.0
accuracy,0.7918032786885246,0.7918032786885246,0.7918032786885246,0.7918032786885246
macro avg,0.8211279644556413,0.8139190500269319,0.8129401024997137,610.0
weighted avg,0.7936192894775004,0.7918032786885246,0.7878097356170112,610.0
