,precision,recall,f1-score,support
0,0.9315068493150684,0.9855072463768116,0.9577464788732394,69.0
1,0.6835443037974683,0.7941176470588235,0.7346938775510204,68.0
2,0.9047619047619048,0.5507246376811594,0.6846846846846847,69.0
3,0.7714285714285715,0.8307692307692308,0.8,65.0
4,0.7671232876712328,0.8615384615384616,0.8115942028985508,65.0
5,0.8142857142857143,0.8636363636363636,0.8382352941176471,66.0
6,1.0,1.0,1.0,28.0
7,1.0,1.0,1.0,21.0
8,0.9545454545454546,1.0,0.9767441860465116,21.0
9,0.9464285714285714,0.7681159420289855,0.848,69.0
10,0.8421052631578947,0.927536231884058,0.8827586206896552,69.0
accuracy,0.8426229508196721,0.8426229508196721,0.8426229508196721,0.8426229508196721
macro avg,0.874157265490171,0.871085978270354,0.8667688495328463,610.0
weighted avg,0.8514533996816461,0.8426229508196721,0.839832884088032,610.0
